ИНН,Компания,Регион,Категория МСП,Год,"Выручка, млн руб.","Чистая прибыль, млн руб.","EBIT, млн руб.","Рентабельность по чистой прибыли, %","Рентабельность EBIT, %","Рост чистой прибыли 2021–2025, %",Ранг по чистой прибыли в году,Прибыльная компания,Статус сбора
7743657222,"ООО ""ИНТЕГРАЛ""",МОСКВА,Малое предприятие,2023,200.221,6.086,7.693,3.0396411964778918,3.8422543089885677,-7.90273556231003,3296,True,success_bfo
7743657222,"ООО ""ИНТЕГРАЛ""",МОСКВА,Малое предприятие,2024,197.235,0.186,2.565,0.09430374933455016,1.3004791238877482,-7.90273556231003,6431,True,success_bfo
7714417868,"ООО ""ИНТЕГРАЦИОННЫЕ СИСТЕМЫ""",МОСКВА,Малое предприятие,2025,,-6.027,-2.995,,,-119.21017402945114,7467,False,success_bfo
7714417868,"ООО ""ИНТЕГРАЦИОННЫЕ СИСТЕМЫ""",МОСКВА,Малое предприятие,2022,30.309,0.012,1.803,0.039592200336533705,5.948728100564189,-119.21017402945114,8093,True,success_bfo
7714417868,"ООО ""ИНТЕГРАЦИОННЫЕ СИСТЕМЫ""",МОСКВА,Малое предприятие,2023,29.059,-11.717,-3.903,-40.321415052135315,-13.431294951650091,-119.21017402945114,9042,False,success_bfo
7714417868,"ООО ""ИНТЕГРАЦИОННЫЕ СИСТЕМЫ""",МОСКВА,Малое предприятие,2024,0.0,-7.707,-5.033,,,-119.21017402945114,8304,False,success_bfo
7714417868,"ООО ""ИНТЕГРАЦИОННЫЕ СИСТЕМЫ""",МОСКВА,Малое предприятие,2021,105.941,31.374,39.743,29.614596803881405,37.51427681445333,-119.21017402945114,866,True,success_bfo
1660346649,"ООО ""ИНТЕК""",ТАТАРСТАН,Малое предприятие,2021,174.904,7.555,9.409,4.319512418240864,5.379522480903811,-818.9808074123098,2695,True,success_bfo
1660346649,"ООО ""ИНТЕК""",ТАТАРСТАН,Малое предприятие,2024,231.069,1.59,5.706,0.6881061501110058,2.469392259454968,-818.9808074123098,4959,True,success_bfo
1660346649,"ООО ""ИНТЕК""",ТАТАРСТАН,Малое предприятие,2023,1103.074,16.994,22.425,1.5406038035526175,2.0329551779844324,-818.9808074123098,1821,True,success_bfo
1660346649,"ООО ""ИНТЕК""",ТАТАРСТАН,Малое предприятие,2022,399.18,37.7,47.536,9.44436093992685,11.908412245102461,-818.9808074123098,884,True,success_bfo
1660346649,"ООО ""ИНТЕК""",ТАТАРСТАН,Малое предприятие,2025,125.966,-54.319,,-43.12195354301954,,-818.9808074123098,8237,False,success_bfo
0570001912,"ООО ""ИНТЕКО""",ДАГЕСТАН,Малое предприятие,2022,43.89,1.173,,2.6725905673274095,,76.16974972796517,5771,True,success_bfo
0570001912,"ООО ""ИНТЕКО""",ДАГЕСТАН,Малое предприятие,2025,52.157,1.619,,3.104089575704124,,76.16974972796517,4248,True,success_bfo
0570001912,"ООО ""ИНТЕКО""",ДАГЕСТАН,Малое предприятие,2024,47.041,0.549,,1.1670670266363385,,76.16974972796517,5854,True,success_bfo
0570001912,"ООО ""ИНТЕКО""",ДАГЕСТАН,Малое предприятие,2023,58.769,2.043,,3.476322551004781,,76.16974972796517,4859,True,success_bfo
0570001912,"ООО ""ИНТЕКО""",ДАГЕСТАН,Малое предприятие,2021,36.033,0.919,,2.5504398745594314,,76.16974972796517,6100,True,success_bfo
9103078291,"ООО ""ИНТЕКС ДЕВЕЛОПМЕНТ""",КРЫМ,Малое предприятие,2024,0.0,-16.169,-16.912,,,90.91060906076294,8541,False,success_bfo
9103078291,"ООО ""ИНТЕКС ДЕВЕЛОПМЕНТ""",КРЫМ,Малое предприятие,2021,383.191,-41.917,-42.483,-10.938931237946612,-11.086638256117705,90.91060906076294,9755,False,success_bfo
9103078291,"ООО ""ИНТЕКС ДЕВЕЛОПМЕНТ""",КРЫМ,Малое предприятие,2023,384.185,-33.387,-32.317,-8.690344495490454,-8.411832840949023,90.91060906076294,9354,False,success_bfo
9103078291,"ООО ""ИНТЕКС ДЕВЕЛОПМЕНТ""",КРЫМ,Малое предприятие,2022,727.259,-126.726,-128.329,-17.425153899779858,-17.64557056014432,90.91060906076294,10135,False,success_bfo
9103078291,"ООО ""ИНТЕКС ДЕВЕЛОПМЕНТ""",КРЫМ,Малое предприятие,2025,,-3.81,-3.81,,,90.91060906076294,7316,False,success_bfo
7806127277,"ООО ""ИНТЕКС""",ЛЕНИНГРАДСКАЯ,Среднее предприятие,2024,7.067,9.457,21.981,133.81915947360974,311.0372152256969,102.07048785405767,2704,True,success_bfo
7806127277,"ООО ""ИНТЕКС""",ЛЕНИНГРАДСКАЯ,Среднее предприятие,2025,0.0,5.853,7.986,,,102.07048785405767,2827,True,success_bfo
7806127277,"ООО ""ИНТЕКС""",ЛЕНИНГРАДСКАЯ,Среднее предприятие,2023,141.307,-5.443,17.24,-3.851896933626784,12.200386392747706,102.07048785405767,8785,False,success_bfo
7806127277,"ООО ""ИНТЕКС""",ЛЕНИНГРАДСКАЯ,Среднее предприятие,2021,1461.254,-282.687,-298.077,-19.345507351904597,-20.398712338854164,102.07048785405767,9927,False,success_bfo
7806127277,"ООО ""ИНТЕКС""",ЛЕНИНГРАДСКАЯ,Среднее предприятие,2022,699.525,7.81,31.361,1.116471891640756,4.483185018405346,102.07048785405767,2845,True,success_bfo
6732222980,"ООО ""ИНТЕЛГРУПП""",СМОЛЕНСКАЯ,Малое предприятие,2024,68.404,3.876,4.56,5.666335302029121,6.666276825916613,,3889,True,success_bfo
6732222980,"ООО ""ИНТЕЛГРУПП""",СМОЛЕНСКАЯ,Малое предприятие,2023,172.853,9.797,11.526,5.667821790770192,6.668093698113426,,2561,True,success_bfo
6679030246,"ООО ""ИНТЕЛЛ-МОНТАЖ""",СВЕРДЛОВСКАЯ,Малое предприятие,2023,481.108,8.409,10.761,1.7478404017393183,2.2367119233103585,-10675.277034772642,2792,True,success_bfo
6679030246,"ООО ""ИНТЕЛЛ-МОНТАЖ""",СВЕРДЛОВСКАЯ,Малое предприятие,2021,414.389,2.617,3.275,0.6315322076599523,0.7903202063761345,-10675.277034772642,4540,True,success_bfo
6679030246,"ООО ""ИНТЕЛЛ-МОНТАЖ""",СВЕРДЛОВСКАЯ,Малое предприятие,2022,573.17,6.993,8.909,1.220056876668353,1.5543381544742396,-10675.277034772642,3027,True,success_bfo
6679030246,"ООО ""ИНТЕЛЛ-МОНТАЖ""",СВЕРДЛОВСКАЯ,Малое предприятие,2025,213.773,-276.755,-276.195,-129.46209296777423,-129.20013285120197,-10675.277034772642,8444,False,success_bfo
6679030246,"ООО ""ИНТЕЛЛ-МОНТАЖ""",СВЕРДЛОВСКАЯ,Малое предприятие,2024,470.45,1.338,3.163,0.2844085450100967,0.6723349984057817,-10675.277034772642,5109,True,success_bfo
9731058281,"ООО ""ИНТЕЛЛЕКТ-СТРОЙ""",МОСКВА,Малое предприятие,2025,10.701,1.323,,12.363330529857022,,1887.837837837838,4418,True,success_bfo
9731058281,"ООО ""ИНТЕЛЛЕКТ-СТРОЙ""",МОСКВА,Малое предприятие,2024,5.857,-0.092,-0.176,-1.5707700187809461,-3.004951340276592,1887.837837837838,7410,False,success_bfo
9731058281,"ООО ""ИНТЕЛЛЕКТ-СТРОЙ""",МОСКВА,Малое предприятие,2023,102.536,-0.193,12.672,-0.18822657408129828,12.358586252633222,1887.837837837838,8009,False,success_bfo
9731058281,"ООО ""ИНТЕЛЛЕКТ-СТРОЙ""",МОСКВА,Малое предприятие,2021,38.333,-0.074,-0.062,-0.19304515691440793,-0.1617405368742337,1887.837837837838,8390,False,success_bfo
9731058281,"ООО ""ИНТЕЛЛЕКТ-СТРОЙ""",МОСКВА,Малое предприятие,2022,42.095,-1.878,-1.873,-4.461337451003682,-4.449459555766718,1887.837837837838,8941,False,success_bfo
5834112423,"ООО ""ИНТЕЛСТРОЙ""",ПЕНЗЕНСКАЯ,Малое предприятие,2021,157.972,3.439,4.299,2.1769680702909375,2.7213683437571214,175.6033730735679,4050,True,success_bfo
5834112423,"ООО ""ИНТЕЛСТРОЙ""",ПЕНЗЕНСКАЯ,Малое предприятие,2024,249.394,5.11,7.652,2.048966695269333,3.0682374074757215,175.6033730735679,3531,True,success_bfo
5834112423,"ООО ""ИНТЕЛСТРОЙ""",ПЕНЗЕНСКАЯ,Малое предприятие,2025,304.494,9.478,10.38,3.112705012249831,3.4089341661904666,175.6033730735679,2273,True,success_bfo
5834112423,"ООО ""ИНТЕЛСТРОЙ""",ПЕНЗЕНСКАЯ,Малое предприятие,2023,278.473,8.198,10.754,2.943911977103705,3.8617747501553112,175.6033730735679,2828,True,success_bfo
5834112423,"ООО ""ИНТЕЛСТРОЙ""",ПЕНЗЕНСКАЯ,Малое предприятие,2022,185.206,9.386,11.733,5.067870371370258,6.335107933868233,175.6033730735679,2542,True,success_bfo
7328076959,"ООО ""ИНТЕР-ГРУПП""",УЛЬЯНОВСКАЯ,Малое предприятие,2025,1875.427,15.791,26.815,0.8419949163577147,1.4298077184555837,222.9903865821231,1717,True,success_bfo
7328076959,"ООО ""ИНТЕР-ГРУПП""",УЛЬЯНОВСКАЯ,Малое предприятие,2021,473.589,4.889,,1.0323297204960418,,222.9903865821231,3438,True,success_bfo
7328076959,"ООО ""ИНТЕР-ГРУПП""",УЛЬЯНОВСКАЯ,Малое предприятие,2022,597.76,6.551,,1.0959247858672376,,222.9903865821231,3128,True,success_bfo
7328076959,"ООО ""ИНТЕР-ГРУПП""",УЛЬЯНОВСКАЯ,Малое предприятие,2024,1706.356,52.325,84.381,3.0664761632390896,4.945099381371765,222.9903865821231,868,True,success_bfo
7328076959,"ООО ""ИНТЕР-ГРУПП""",УЛЬЯНОВСКАЯ,Малое предприятие,2023,933.957,9.949,12.436,1.0652524687967433,1.3315388181682883,222.9903865821231,2543,True,success_bfo
0725003383,"ООО ""ИНТЕР""",КАБАРДИНО-БАЛКАРСКАЯ,Малое предприятие,2022,226.943,2.258,4.233,0.9949634930356962,1.8652260699823304,,4871,True,success_bfo
0725003383,"ООО ""ИНТЕР""",КАБАРДИНО-БАЛКАРСКАЯ,Малое предприятие,2023,117.297,3.307,4.14,2.8193389430249707,3.5295020333000844,,4234,True,success_bfo
0725003383,"ООО ""ИНТЕР""",КАБАРДИНО-БАЛКАРСКАЯ,Малое предприятие,2021,116.218,0.829,1.917,0.7133146328451703,1.6494863102101225,,6228,True,success_bfo
3525425792,"ООО ""ИНТЕР""",ВОЛОГОДСКАЯ,Малое предприятие,2022,152.974,1.736,,1.1348333703766653,,,5218,True,success_bfo
3525425792,"ООО ""ИНТЕР""",ВОЛОГОДСКАЯ,Малое предприятие,2021,0.012,-0.044,,-366.66666666666663,,,8367,False,success_bfo
2721143009,"ООО ""ИНТЕРА""",ХАБАРОВСКИЙ,Малое предприятие,2025,29.749,-4.927,,-16.56190124037783,,87.07706027382889,7410,False,success_bfo
2721143009,"ООО ""ИНТЕРА""",ХАБАРОВСКИЙ,Малое предприятие,2022,75.506,-127.226,-105.519,-168.49786771912164,-139.7491590072312,87.07706027382889,10136,False,success_bfo
2721143009,"ООО ""ИНТЕРА""",ХАБАРОВСКИЙ,Малое предприятие,2024,0.0,-12.48,-11.868,,,87.07706027382889,8465,False,success_bfo
2721143009,"ООО ""ИНТЕРА""",ХАБАРОВСКИЙ,Малое предприятие,2021,344.154,-38.126,-24.858,-11.078180117040628,-7.222929270036088,87.07706027382889,9732,False,success_bfo
2721143009,"ООО ""ИНТЕРА""",ХАБАРОВСКИЙ,Малое предприятие,2023,11.229,-31.483,-16.677,-280.37225042301185,-148.5172321667112,87.07706027382889,9330,False,success_bfo
7805498649,"ООО ""ИНТЕРА""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2022,0.0,0.0,,,,,8248,False,success_bfo
7805498649,"ООО ""ИНТЕРА""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2021,35.22,2.882,,8.182850653038047,,,4381,True,success_bfo
7731449027,"ООО ""ИИСУЗ""",МОСКВА,Малое предприятие,2022,21.385,1.875,2.179,8.767827916764087,10.189385083002104,213.5024549918167,5125,True,success_bfo
7731449027,"ООО ""ИИСУЗ""",МОСКВА,Малое предприятие,2025,464.312,15.324,,3.300366994607075,,213.5024549918167,1745,True,success_bfo
7731449027,"ООО ""ИИСУЗ""",МОСКВА,Малое предприятие,2021,128.208,4.888,5.767,3.8125545987769875,4.4981592412329965,213.5024549918167,3439,True,success_bfo
7731449027,"ООО ""ИИСУЗ""",МОСКВА,Малое предприятие,2024,177.739,3.291,6.444,1.851591378369407,3.6255408210916005,213.5024549918167,4098,True,success_bfo
7731449027,"ООО ""ИИСУЗ""",МОСКВА,Малое предприятие,2023,24.909,0.485,0.768,1.94708739812919,3.083222931470553,213.5024549918167,6332,True,success_bfo
2013432347,"ООО ""ИБ 55""",ЧЕЧЕНСКАЯ,Малое предприятие,2025,880.73,2.027,2.703,0.23014998921349333,0.3069044996764048,22.774076317383404,4015,True,success_bfo
2013432347,"ООО ""ИБ 55""",ЧЕЧЕНСКАЯ,Малое предприятие,2022,287.711,1.872,1.56,0.650652912123624,0.54221076010302,22.774076317383404,5128,True,success_bfo
2013432347,"ООО ""ИБ 55""",ЧЕЧЕНСКАЯ,Малое предприятие,2021,196.25,1.651,1.376,0.8412738853503184,0.7011464968152866,22.774076317383404,5291,True,success_bfo
2013432347,"ООО ""ИБ 55""",ЧЕЧЕНСКАЯ,Малое предприятие,2024,1176.334,3.163,3.954,0.2688862176898738,0.3361290245797537,22.774076317383404,4146,True,success_bfo
2013432347,"ООО ""ИБ 55""",ЧЕЧЕНСКАЯ,Малое предприятие,2023,543.066,2.803,2.336,0.5161435258329559,0.43015029480762923,22.774076317383404,4471,True,success_bfo
2309105690,"ООО ""ИНТЕРБИЗНЕС""",КРАСНОДАРСКИЙ,Малое предприятие,2021,254.713,130.15,131.602,51.096724548805916,51.66677790297315,-103.01190933538224,151,True,success_bfo
2309105690,"ООО ""ИНТЕРБИЗНЕС""",КРАСНОДАРСКИЙ,Малое предприятие,2023,6.172,-69.117,-68.856,-1119.847699287103,-1115.6189241736877,-103.01190933538224,9495,False,success_bfo
2309105690,"ООО ""ИНТЕРБИЗНЕС""",КРАСНОДАРСКИЙ,Малое предприятие,2022,494.589,273.665,275.258,55.33180074769152,55.653886358168094,-103.01190933538224,49,True,success_bfo
2309105690,"ООО ""ИНТЕРБИЗНЕС""",КРАСНОДАРСКИЙ,Малое предприятие,2025,,-3.92,,,,-103.01190933538224,7327,False,success_bfo
2309105690,"ООО ""ИНТЕРБИЗНЕС""",КРАСНОДАРСКИЙ,Малое предприятие,2024,0.0,-5.154,-5.155,,,-103.01190933538224,8164,False,success_bfo
3123339487,"ООО ""ИНТЕРДИЗАЙН""",БЕЛГОРОДСКАЯ,Малое предприятие,2021,47.637,3.552,,7.456388941369103,,-99.66216216216216,4007,True,success_bfo
3123339487,"ООО ""ИНТЕРДИЗАЙН""",БЕЛГОРОДСКАЯ,Малое предприятие,2023,20.011,0.862,,4.307630803058318,,-99.66216216216216,5817,True,success_bfo
3123339487,"ООО ""ИНТЕРДИЗАЙН""",БЕЛГОРОДСКАЯ,Малое предприятие,2022,41.064,2.94,,7.159555815312682,,-99.66216216216216,4456,True,success_bfo
3123339487,"ООО ""ИНТЕРДИЗАЙН""",БЕЛГОРОДСКАЯ,Малое предприятие,2025,0.041,0.012,,29.268292682926827,,-99.66216216216216,6045,True,success_bfo
3123339487,"ООО ""ИНТЕРДИЗАЙН""",БЕЛГОРОДСКАЯ,Малое предприятие,2024,7.942,0.43,,5.41425333669101,,-99.66216216216216,6008,True,success_bfo
7810384189,"ООО ""ИНТЕРИОР ДЕКОР""",ЛЕНИНГРАДСКАЯ,Малое предприятие,2025,879.734,182.836,,20.783100346241024,,24310.68090787717,172,True,success_bfo
7810384189,"ООО ""ИНТЕРИОР ДЕКОР""",ЛЕНИНГРАДСКАЯ,Малое предприятие,2024,363.171,1.218,,0.33537920153316203,,24310.68090787717,5211,True,success_bfo
7810384189,"ООО ""ИНТЕРИОР ДЕКОР""",ЛЕНИНГРАДСКАЯ,Малое предприятие,2023,227.934,28.094,,12.325497731799556,,24310.68090787717,1283,True,success_bfo
7810384189,"ООО ""ИНТЕРИОР ДЕКОР""",ЛЕНИНГРАДСКАЯ,Малое предприятие,2022,155.12,30.128,,19.422382671480147,,24310.68090787717,1069,True,success_bfo
7810384189,"ООО ""ИНТЕРИОР ДЕКОР""",ЛЕНИНГРАДСКАЯ,Малое предприятие,2021,192.825,0.749,,0.38843510955529625,,24310.68090787717,6350,True,success_bfo
5902994670,"ООО ""ИНТЕРКОМ""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2025,768.031,149.523,,19.468354792970597,,723.1379025598679,213,True,success_bfo
5902994670,"ООО ""ИНТЕРКОМ""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2024,230.133,10.211,,4.4369994742170835,,723.1379025598679,2610,True,success_bfo
5902994670,"ООО ""ИНТЕРКОМ""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2021,148.649,18.165,,12.22006202530794,,723.1379025598679,1415,True,success_bfo
5902994670,"ООО ""ИНТЕРКОМ""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2022,192.915,29.295,,15.185444366689993,,723.1379025598679,1098,True,success_bfo
5902994670,"ООО ""ИНТЕРКОМ""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2023,222.406,51.958,,23.3617798080987,,723.1379025598679,758,True,success_bfo
7709916124,"ООО ""ИНТЕРКОН""",МОСКВА,Среднее предприятие,2022,5.215,0.0,-0.001,0.0,-0.019175455417066153,,8249,False,success_bfo
7709916124,"ООО ""ИНТЕРКОН""",МОСКВА,Среднее предприятие,2021,494.859,25.216,31.456,5.095592886054411,6.356558130699856,,1079,True,success_bfo
7709916124,"ООО ""ИНТЕРКОН""",МОСКВА,Среднее предприятие,2025,,,,,,,,,success_bfo
7709916124,"ООО ""ИНТЕРКОН""",МОСКВА,Среднее предприятие,2024,,,,,,,,,success_bfo
7709916124,"ООО ""ИНТЕРКОН""",МОСКВА,Среднее предприятие,2023,0.0,,,,,,,,success_bfo
6820021312,"ООО ""ИНТЕРКРАФТ""",МОСКВА,Малое предприятие,2025,161.104,0.234,2.795,0.14524779024729367,1.734904161287119,-95.58989822842064,5467,True,success_bfo
6820021312,"ООО ""ИНТЕРКРАФТ""",МОСКВА,Малое предприятие,2024,277.627,0.734,2.166,0.26438350736779925,0.7801834835948953,-95.58989822842064,5643,True,success_bfo
6820021312,"ООО ""ИНТЕРКРАФТ""",МОСКВА,Малое предприятие,2021,445.032,5.306,7.279,1.1922738140178684,1.6356127199841808,-95.58989822842064,3270,True,success_bfo
6820021312,"ООО ""ИНТЕРКРАФТ""",МОСКВА,Малое предприятие,2022,498.41,3.448,5.35,0.691799923757549,1.0734134547862202,-95.58989822842064,4170,True,success_bfo
6820021312,"ООО ""ИНТЕРКРАФТ""",МОСКВА,Малое предприятие,2023,353.57,0.858,1.704,0.24266764714200867,0.48194134117713605,-95.58989822842064,5819,True,success_bfo
7810941094,"ООО ""ИНТЕРЛАЙН""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2022,,,,,,,,,success_bfo
7806594708,"ООО ""ИМВАЙБ""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2022,499.537,0.122,,0.024422615341806515,,,7550,True,success_bfo
7453129206,"ООО ""ИБК""",ЧЕЛЯБИНСКАЯ,Малое предприятие,2022,517.385,79.402,110.951,15.346792040743354,21.444572223779197,26.12480108019482,381,True,success_bfo
7453129206,"ООО ""ИБК""",ЧЕЛЯБИНСКАЯ,Малое предприятие,2025,706.224,104.618,144.656,14.813713496001268,20.48301955187023,26.12480108019482,347,True,success_bfo
7453129206,"ООО ""ИБК""",ЧЕЛЯБИНСКАЯ,Малое предприятие,2021,542.103,82.948,118.83,15.301151257233403,21.92018859884561,26.12480108019482,299,True,success_bfo
7453129206,"ООО ""ИБК""",ЧЕЛЯБИНСКАЯ,Малое предприятие,2024,478.718,38.96,58.712,8.138402984638137,12.264422896151805,26.12480108019482,1110,True,success_bfo
7453129206,"ООО ""ИБК""",ЧЕЛЯБИНСКАЯ,Малое предприятие,2023,662.118,23.119,41.932,3.4916736895840317,6.333010128104053,26.12480108019482,1485,True,success_bfo
5024046772,"ООО ""ИНТЕРОСТ""",МОСКОВСКАЯ,Малое предприятие,2022,267.052,41.633,,15.589847670116683,,51.921048666566215,806,True,success_bfo
5024046772,"ООО ""ИНТЕРОСТ""",МОСКОВСКАЯ,Малое предприятие,2021,154.981,19.911,,12.847381291900298,,51.921048666566215,1308,True,success_bfo
5024046772,"ООО ""ИНТЕРОСТ""",МОСКОВСКАЯ,Малое предприятие,2025,147.96,30.249,,20.44403892944039,,51.921048666566215,1112,True,success_bfo
5024046772,"ООО ""ИНТЕРОСТ""",МОСКОВСКАЯ,Малое предприятие,2024,128.013,7.333,,5.728324467046315,,51.921048666566215,3038,True,success_bfo
5024046772,"ООО ""ИНТЕРОСТ""",МОСКОВСКАЯ,Малое предприятие,2023,108.837,13.81,,12.688699615020626,,51.921048666566215,2098,True,success_bfo
2015002854,"ООО ""ИНТЕРПРОЕКТ""",СЕВАСТОПОЛЬ,Малое предприятие,2023,204.201,8.056,10.076,3.945132492005426,4.934353896405992,222.3701359150996,2852,True,success_bfo
2015002854,"ООО ""ИНТЕРПРОЕКТ""",СЕВАСТОПОЛЬ,Малое предприятие,2022,136.061,22.315,28.021,16.400732024606608,20.594439258861836,222.3701359150996,1379,True,success_bfo
2015002854,"ООО ""ИНТЕРПРОЕКТ""",СЕВАСТОПОЛЬ,Малое предприятие,2024,154.684,17.324,22.117,11.199606940601484,14.298182100281863,222.3701359150996,1943,True,success_bfo
2015002854,"ООО ""ИНТЕРПРОЕКТ""",СЕВАСТОПОЛЬ,Малое предприятие,2021,144.788,10.742,13.574,7.41912313175125,9.37508633312153,222.3701359150996,2087,True,success_bfo
2015002854,"ООО ""ИНТЕРПРОЕКТ""",СЕВАСТОПОЛЬ,Малое предприятие,2025,231.529,34.629,45.129,14.956657697307897,19.491726738335156,222.3701359150996,1011,True,success_bfo
5404417279,"ООО ""ИНТЕРПРОМ""",НОВОСИБИРСКАЯ,Малое предприятие,2022,0.0,0.0,0.0,,,83.12519037465732,8250,False,success_bfo
5404417279,"ООО ""ИНТЕРПРОМ""",НОВОСИБИРСКАЯ,Малое предприятие,2025,0.0,-1.662,-1.662,,,83.12519037465732,7048,False,success_bfo
5404417279,"ООО ""ИНТЕРПРОМ""",НОВОСИБИРСКАЯ,Малое предприятие,2024,1.397,-1.051,-1.051,-75.23264137437366,-75.23264137437366,83.12519037465732,7722,False,success_bfo
5404417279,"ООО ""ИНТЕРПРОМ""",НОВОСИБИРСКАЯ,Малое предприятие,2021,195.066,-9.849,-1.024,-5.049060318046199,-0.5249505295643526,83.12519037465732,9375,False,success_bfo
5404417279,"ООО ""ИНТЕРПРОМ""",НОВОСИБИРСКАЯ,Малое предприятие,2023,0.0,-0.537,-0.537,,,83.12519037465732,8137,False,success_bfo
3664095206,"ООО ""ИНТЕРСЕРВИС""",ВОРОНЕЖСКАЯ,Малое предприятие,2024,2165.888,105.769,148.313,4.883401173098516,6.847676334141008,243.73308525033823,398,True,success_bfo
3664095206,"ООО ""ИНТЕРСЕРВИС""",ВОРОНЕЖСКАЯ,Малое предприятие,2022,343.579,17.546,26.849,5.106831325546672,7.814505543121088,243.73308525033823,1682,True,success_bfo
3664095206,"ООО ""ИНТЕРСЕРВИС""",ВОРОНЕЖСКАЯ,Малое предприятие,2021,347.966,11.824,20.628,3.398033141168965,5.928165395469672,243.73308525033823,1944,True,success_bfo
3664095206,"ООО ""ИНТЕРСЕРВИС""",ВОРОНЕЖСКАЯ,Малое предприятие,2023,444.194,13.269,35.374,2.98720829187247,7.963637509736738,243.73308525033823,2140,True,success_bfo
3664095206,"ООО ""ИНТЕРСЕРВИС""",ВОРОНЕЖСКАЯ,Малое предприятие,2025,1535.271,40.643,99.673,2.6472850721468717,6.492208867359574,243.73308525033823,878,True,success_bfo
7842496897,"ООО ""ИНТЕРСЕРВИС""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2025,51.839,0.016,,0.030864792916530027,,-98.39195979899498,6025,True,success_bfo
7842496897,"ООО ""ИНТЕРСЕРВИС""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2022,46.813,1.338,,2.858180419968812,,-98.39195979899498,5608,True,success_bfo
7842496897,"ООО ""ИНТЕРСЕРВИС""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2023,86.592,0.23,,0.26561345158906136,,-98.39195979899498,6784,True,success_bfo
7842496897,"ООО ""ИНТЕРСЕРВИС""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2024,62.142,0.426,,0.6855266969199575,,-98.39195979899498,6016,True,success_bfo
7842496897,"ООО ""ИНТЕРСЕРВИС""",САНКТ-ПЕТЕРБУРГ,Малое предприятие,2021,107.806,0.995,,0.9229541954993229,,-98.39195979899498,5997,True,success_bfo
5406727420,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2022,69.374,-2.129,-2.107,-3.0688730648369704,-3.0371608960129155,-183633.3333333333,8977,False,success_bfo
5406727420,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2025,6.862,-5.512,,-80.32643544156223,,-183633.3333333333,7439,False,success_bfo
5406727420,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2024,18.57,-10.464,-9.987,-56.34894991922456,-53.78029079159935,-183633.3333333333,8403,False,success_bfo
5406727420,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2023,12.086,0.128,0.294,1.0590766175740527,2.4325666059904023,-183633.3333333333,7049,True,success_bfo
5406727420,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2021,61.307,-0.003,0.387,-0.004893405320762719,0.6312492863783907,-183633.3333333333,8336,False,success_bfo
5404012970,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2023,641.903,9.936,12.859,1.5478974237540564,2.0032621751261486,-96.79607857066742,2545,True,success_bfo
5404012970,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2022,375.667,4.096,6.128,1.0903273377752105,1.6312319154996313,-96.79607857066742,3894,True,success_bfo
5404012970,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2021,587.452,28.153,35.904,4.792391548586098,6.111818497511286,-96.79607857066742,967,True,success_bfo
5404012970,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2024,963.237,37.396,40.176,3.8823259488578614,4.170936124754344,-96.79607857066742,1139,True,success_bfo
5404012970,"ООО ""ИНТЕРСТРОЙ-Н""",НОВОСИБИРСКАЯ,Малое предприятие,2025,770.551,0.902,-4.73,0.11705909148129066,-0.6138464553287194,-96.79607857066742,4700,True,success_bfo
7203342411,"ООО ""ИНТЕРСТРОЙ""",ТЮМЕНСКАЯ,Малое предприятие,2022,638.746,16.35,22.124,2.5597029179047697,3.463661611970956,2340.9760589318603,1764,True,success_bfo
7203342411,"ООО ""ИНТЕРСТРОЙ""",ТЮМЕНСКАЯ,Малое предприятие,2023,1097.455,29.234,36.991,2.6637994268557708,3.3706165628659033,2340.9760589318603,1253,True,success_bfo
